sa1,pop
1124415,113
1124416,294
1124417,0
1124418,277
1124419,139
1124420,0
1124421,328
1124422,222
1124423,451
1124424,390
1124425,543
1124426,294
1124427,342
1124428,566
1124429,413
1124430,468
1124431,535
1124432,401
1124433,258
1124434,374
1124435,355
1124501,304
1124502,195
1124503,252
1124504,281
1124505,208
1124506,164
1124507,273
1124508,194
1124509,181
1124510,233
1124511,149
1124512,244
1124513,215
1124514,223
1124515,225
1124516,414
1124517,430
1124518,192
1124519,330
1124520,257
1124521,244
1124522,261
1124523,226
1124524,239
1124525,272
1124526,307
1124527,218
1124528,236
1124601,312
1124602,139
1124603,397
1124604,540
1124605,334
1124606,308
1124607,455
1124608,633
1124609,328
1124610,599
1124611,574
1124612,329
1124613,408
1124614,548
1124615,312
1124616,576
1124617,368
1124618,576
1124619,295
1124620,386
1124621,251
1124622,376
1124623,327
1124624,459
1124625,267
1124626,328
1124627,436
1124628,244
1124629,424
1124630,497
1124631,142
1124632,480
1124633,314
1124634,160
1124701,50
1124702,167
1124703,502
1124704,208
1124705,220
1124706,236
1124707,435
1124708,211
1124709,338
1124710,220
1124711,399
1124712,147
1124713,188
1124714,515
1124715,604
1124716,249
1124717,179
1124718,361
1124719,472
1124720,376
1124721,290
1124722,158
1124723,202
1124724,276
1124725,313
1124801,199
1124802,321
1124803,492
1124804,367
1124805,477
1124806,489
1124807,359
1124808,535
1124809,376
1124810,520
1124811,493
1124812,492
1124813,282
1124814,375
1124815,419
1124816,487
1124817,317
1124818,641
1124819,454
1124820,394
1124821,472
1124822,200
1124823,446
1124824,437
1124825,460
1124826,444
1124827,286
1124828,304
1124829,364
1124830,463
1124831,93
1124832,201
1124833,270
1124834,244
1124835,466
1124836,313
1124837,423
1124838,161
1124839,342
1124840,415
1124901,535
1124902,203
1124903,318
1124904,376
1124905,303
1124906,345
1124907,174
1124908,320
1124909,432
1124910,515
1124911,442
1124912,672
1124913,370
1124914,395
1124915,308
1124916,346
1124917,385
1124918,208
1124919,497
1124920,284
1124921,398
1124922,534
1124923,220
1124924,338
1124925,346
1124926,310
1124927,248
1124928,5
1124929,249
1124930,449
1124931,232
1124932,221
1124933,514
1124934,458
1124935,221
1124936,318
1124937,374
1124938,223
1124939,391
1124940,265
1124941,243
1124942,357
1124943,419
1124944,281
1125001,592
1125003,1400
1125008,586
1125009,654
1125010,0
1125011,511
1125012,397
1125013,516
1125014,391
1125015,310
1125016,420
1125017,664
1125018,296
1125019,373
1125020,577
1125021,515
1125022,427
1125023,478
1125024,431
1125025,335
1125026,0
1125027,0
1125028,374
1125029,339
1125030,839
1125031,223
1125032,59
1125033,504
1125034,297
1125035,295
1125036,329
1125101,426
1125102,258
1125103,507
1125104,352
1125105,577
1125106,268
1125107,414
1125108,601
1125109,89
1125110,5
1125111,470
1125112,295
1125113,430
1125114,369
1125115,969
1125116,390
1125117,273
1125118,9
1125119,530
1125120,333
1125121,406
1125122,628
1125123,341
1125201,302
1125202,269
1125203,434
1125204,222
1125205,396
1125206,356
1125207,221
1125208,291
1125209,258
1125210,354
1125211,338
1125212,388
1125213,303
1125214,361
1125215,245
1125216,187
1125217,271
1125218,349
1125219,299
1125220,354
1125221,262
1125222,347
1125223,212
1125224,329
1125225,247
1125226,311
1125227,400
1125228,238
1125229,421
1125230,180
1125231,241
1125232,271
1125301,364
1125302,393
1125303,492
1125304,322
1125305,411
1125306,288
1125307,276
1125310,474
1125311,467
1125312,413
1125313,432
1125314,636
1125315,416
1125316,528
1125317,327
1125319,0
1125320,651
1125321,280
1125322,252
1125324,4
1125325,455
1125326,334
1125327,485
1125328,533
1125330,364
1125331,265
1125332,95
1125333,238
1125334,603
1125335,866
1125336,483
1125337,677
1125338,366
1125401,503
1125402,388
1125403,99
1125404,216
1125405,417
1125406,300
1125407,355
1125408,551
1125409,316
1125410,534
1125411,355
1125412,427
1125413,246
1125414,410
1125415,390
1125416,239
1125417,267
1125418,425
1125419,362
1125420,409
1125421,487
1125422,526
1125423,323
1125424,462
1125425,411
1125426,413
1125427,224
1125428,292
1125429,536
1125430,253
1125431,444
1125432,559
1125434,312
1125436,310
1125437,250
1125438,503
1125439,371
1125441,504
1125442,773
1125443,290
1125444,608
1125445,351
1125446,563
1125447,426
1125448,695
1125449,223
1125450,92
1125451,188
1125452,393
1125453,427
1125454,8
1155001,535
1155002,397
1155003,312
1155004,394
1155005,328
1155006,478
1155007,549
1155008,316
1155009,295
1155010,388
1155011,308
1155012,537
1155013,509
1155014,691
1155015,503
1155016,195
1155017,469
1155018,302
1155019,530
1155020,538
1155021,339
1155022,392
1155023,349
1155024,536
1155025,397
1155026,296
1155027,580
1155028,544
1155029,381
1155030,296
1155031,366
1155032,0
1155033,221
1155034,365
1155035,542
1155036,208
1155037,188
1155038,291
1155039,291
1155040,486
1155041,0
1155101,575
1155102,518
1155103,456
1155104,318
1155105,441
1155106,282
1155107,352
1155108,302
1155201,470
1155202,363
1155203,941
1155204,658
1155205,320
1155206,312
1155207,573
1155208,297
1155209,327
1155210,216
1155211,287
1155212,542
1155213,530
1155214,314
1155215,4
1155216,422
1155217,580
1155218,261
1155219,327
1155220,275
1155221,128
1125601,321
1125602,308
1125603,295
1125604,381
1125605,365
1125606,434
1125608,526
1125609,415
1125610,271
1125611,346
1125612,278
1125613,487
1125615,319
1125616,1043
1125617,346
1125618,31
1125619,379
1125620,528
1125621,539
1125622,510
1125623,467
1125624,523
1125625,467
1125626,406
1125627,475
1125628,388
1125630,424
1125631,168
1125632,280
1125633,332
1125634,694
1125635,538
1125636,383
1125637,500
1125638,485
1125639,414
1125640,266
1125641,148
1125642,502
1125643,271
1125644,410
1125645,337
1125646,290
1125647,355
1125648,263
1125649,361
1125650,347
1125651,545
1125701,241
1125702,172
1125703,463
1125704,326
1125705,238
1125706,194
1125707,474
1125708,283
1125709,418
1125710,451
1125711,360
1125712,468
1125713,313
1125714,233
1125715,244
1125716,181
1125717,333
1125718,287
1125719,187
1125720,470
1125721,291
1125722,347
1125723,332
1125724,219
1125725,252
1125726,478
1125727,306
1125728,391
1125729,225
1125730,352
1125731,234
1125732,420
1125733,280
1125734,349
1125735,260
1125736,351
1125737,237
1125738,245
1125739,8
1125740,237
1125741,413
1125742,312
1125801,255
1125802,550
1125803,222
1125804,360
1125805,300
1125806,56
1125807,308
1125808,177
1125809,328
1125810,402
1125811,348
1125812,139
1125813,363
1125814,232
1125815,318
1125816,358
1125817,343
1125818,476
1125819,239
1125820,355
1125821,411
1125822,223
1125823,258
1125824,283
1125825,217
1125826,393
1125827,598
1125828,392
1125829,437
1125830,476
1125831,259
1125901,277
1125902,379
1125903,365
1125904,194
1125905,444
1125906,176
1125907,409
1125908,333
1125909,437
1125910,352
1125911,199
1125912,193
1125913,309
1125914,200
1125915,195
1125916,184
1125917,210
1125918,213
1125919,299
1125920,0
1125921,259
1125922,398
1126001,477
1126002,510
1126003,303
1126004,231
1126005,344
1126006,202
1126007,315
1126008,17
1126009,260
1126011,19
1126012,367
1126013,193
1126014,195
1126015,15
1126101,350
1126102,500
1126103,432
1126104,366
1126105,430
1126106,464
1126107,190
1126108,412
1126109,213
1126110,339
1126111,369
1126112,464
1126113,448
1126114,327
1126115,354
1126116,257
1126117,216
1126118,71
1126119,18
1126120,47
1126201,304
1126202,222
1126203,371
1126204,205
1126205,349
1126206,310
1126207,185
1126208,295
1126209,154
1126210,207
1126211,312
1126212,438
1126213,255
1126214,393
1126215,409
1126216,309
1126301,521
1126302,628
1126303,298
1126304,496
1126305,348
1126306,369
1126307,205
1126308,259
1126309,352
1126310,190
1126311,545
1126312,351
1126313,575
1126314,188
1126315,299
1126316,309
1126317,315
1126318,316
1126319,389
1126320,305
1126321,308
1126322,0
1126401,332
1126402,400
1126403,206
1126404,267
1126405,264
1126406,460
1126407,365
1126408,417
1126409,408
1126410,299
1126411,188
1126501,352
1126502,290
1126503,428
1126504,334
1126505,516
1126506,460
1126507,250
1126508,6
1126509,908
1126510,518
1126511,249
1126512,427
1126513,164
1126514,589
1126515,391
1126516,351
1126517,19
1126601,0
1126602,201
1126603,198
1126604,307
1126605,399
1126606,310
1126607,428
1126608,362
1126609,292
1126610,218
1126611,211
1126612,416
1126613,336
1126614,290
1126615,395
1126616,327
1126617,307
1126618,409
1126619,431
1126620,388
1126621,246
1126622,256
1126701,304
1126702,357
1126703,416
1126704,323
1126705,235
1126706,0
1126707,360
1126708,409
1126709,482
1126710,332
1126711,406
1126712,356
1126713,309
1126714,690
1126715,549
1126716,264
1126717,444
1126718,413
1126719,390
1126720,280
1126721,463
1126722,314
1126723,454
1126724,275
1126725,507
1126726,287
1126727,531
1126728,316
1126729,374
1126730,240
1126731,394
1126732,425
1126733,384
1126734,269
1126735,225
1126736,489
1126737,457
1126738,497
1126739,893
1126740,234
1126741,488
1126742,238
1126743,501
1126801,392
1126802,269
1126803,239
1126804,332
1126805,477
1126806,552
1126807,862
1126808,334
1126809,527
1126810,190
1126811,26
1126812,191
1126901,1070
1126902,563
1126903,388
1126904,401
1126906,797
1126907,222
1126908,3
1126909,0
1126910,586
1126911,401
1126912,506
1126913,390
1126914,311
1126915,444
1126916,371
1126917,345
1126920,485
1126921,432
1126922,483
1126923,381
1126924,543
1126925,231
1126926,237
1126927,446
1126928,490
1126929,477
1126930,303
1126931,364
1126932,367
1126933,371
1126934,437
1126935,523
1126936,326
1126937,252
1126938,357
1126939,377
1126940,303
1126941,314
1126942,364
1126943,209
1126944,493
1126945,440
1126946,389
1126947,341
1126948,417
1126949,291
1126950,451
1126951,501
1126952,361
1126953,760
1126954,418
1126955,536
1127001,384
1127003,311
1127004,369
1127005,370
1127006,257
1127007,507
1127008,337
1127009,408
1127010,398
1127011,387
1127012,414
1127013,571
1127014,360
1127015,289
1127016,328
1127017,280
1127018,344
1127019,399
1127020,663
1127021,531
1127022,518
1127023,366
1127024,304
1127025,487
1127026,327
1127027,290
1127028,366
1127029,405
1127030,0
1127031,481
1127032,509
1127033,10
1127034,170
1127101,203
1127102,0
1127103,221
1127104,554
1127105,126
1127106,450
1127107,365
1127108,281
1127109,287
1127110,299
1127111,376
1127112,393
1127113,289
1127114,287
1127116,550
1127117,232
1127118,198
1127119,227
1127120,176
1127121,245
1127122,483
1127123,903
1127124,225
1127125,304
1127126,384
1127127,571
1127128,438
1127129,660
1127130,398
1127131,208
1127132,316
1127133,361
1127134,43
1127135,361
1127136,616
1127137,612
1127138,535
1127139,360
1127140,243
1127141,234
1127142,193
1127143,267
1127144,337
1127201,295
1127202,637
1127203,413
1127204,382
1127205,330
1127206,319
1127207,422
1127208,247
1127209,460
1127210,296
1127211,316
1127213,357
1127214,256
1127215,289
1127216,211
1127217,584
1127218,234
1127219,327
1127220,332
1127221,243
1127222,485
1127223,418
1127224,457
1127225,336
1127226,145
1127301,99
1127302,383
1127303,406
1127304,258
1127305,451
1127306,374
1127307,572
1127308,509
1127309,128
1127310,329
1127311,0
1127312,109
1127401,238
1127402,100
1127403,329
1127404,292
1127405,219
1127406,358
1127407,409
1127408,581
1127409,242
1127410,284
1127411,381
1127412,299
1127413,271
1127414,262
1127415,0
1127416,687
1127501,54
1127601,304
1127602,477
1127603,482
1127604,334
1127605,361
1127606,382
1127607,453
1127608,321
1127609,375
1127610,703
1127701,410
1127702,362
1127703,491
1127704,226
1127705,409
1127706,239
1127707,242
1127708,378
1127709,340
1127710,346
1127711,484
1127712,457
1127713,332
1127714,378
1127715,322
1127716,277
1127717,586
1127718,409
1127719,428
1127720,376
1127721,396
1127722,294
1127723,489
1127724,250
1127725,495
1127726,372
1127727,574
1127728,454
1127729,335
1127730,494
1127731,300
1127732,517
1127733,623
1127734,336
1127735,381
1127736,219
1127737,671
1127738,273
1127739,433
1127740,6
1127741,340
1127801,547
1127802,341
1127803,621
1127804,211
1127805,282
1127806,69
1127808,216
1127809,337
1127810,316
1127811,484
1127812,562
1127813,470
1127815,525
1127816,494
1127817,349
1127818,343
1127819,392
1127820,446
1127821,416
1127822,505
1127823,213
1127824,79
1127825,428
1127827,323
1127828,475
1127829,436
1127830,320
1127831,237
1127832,624
1127833,328
1127834,304
1127835,412
1127836,293
1127837,259
1127838,192
1127839,465
1127840,627
1127841,380
1127842,377
1127843,336
1127844,346
1127845,663
1127846,502
1127847,632
1127848,881
1127849,27
1127850,410
1127851,593
1127852,285
1127853,355
1127854,319
1127901,0
1127902,0
1127903,0
1127905,356
1127906,244
1127907,304
1127908,455
1127909,487
1127910,388
1127912,276
1127913,462
1127914,276
1127915,480
1127916,595
1127917,362
1127918,293
1127919,202
1127920,501
1127921,376
1127922,502
1127923,625
1127924,145
1127925,325
1127926,333
1127927,449
1127928,396
1127929,445
1127930,353
1127931,455
1127932,426
1127933,293
1127934,562
1127935,228
1127936,606
1127937,436
1127938,0
1127939,297
1127940,268
1127941,426
1127942,380
1128001,213
1128002,329
1128003,419
1128004,320
1128005,402
1128006,530
1128007,7
1128008,311
1128009,332
1128010,308
1128011,276
1128012,327
1128013,300
1128014,280
1128101,284
1128102,379
1128103,481
1128104,332
1128105,360
1128106,234
1128107,314
1128108,377
1128109,285
1128110,366
1128201,0
1128202,427
1128203,869
1128204,555
1128205,437
1128206,320
1128207,342
1128208,349
1128209,270
1128210,374
1128211,366
1128212,470
1128213,201
1128214,402
1128215,551
1128216,360
1128217,377
1128218,308
1128219,517
1128220,316
1128221,477
1128222,311
1128223,424
1128224,423
1128225,440
1128226,443
1128227,489
1128228,365
1128229,388
1128230,425
1128231,510
1128232,268
1128233,337
1128234,273
1128235,501
1128236,260
1128237,499
1128238,346
1128239,288
1128301,211
1128302,381
1128303,261
1128304,477
1128305,641
1128306,341
1128307,405
1128308,222
1128309,323
1128310,241
1128311,0
1128312,24
1128313,310
1128314,473
1128315,210
1128316,257
1128317,274
1128401,388
1128402,400
1128403,353
1128404,395
1128405,567
1128406,381
1128407,435
1128408,318
1128409,632
1128410,207
1128411,417
1128412,407
1128413,529
1128414,326
1128415,401
1128416,403
1128417,342
1128418,421
1128419,395
1128420,348
1128421,440
1128422,575
1128423,400
1128424,500
1128425,388
1128426,513
1128427,346
1128428,362
1128430,633
1128431,581
1128432,5
1128433,136
1128501,326
1128502,421
1128503,325
1128504,429
1128505,442
1128506,563
1128507,429
1128508,263
1128509,393
1128510,430
1128511,333
1128512,274
1128513,541
1128514,310
1128515,421
1128516,137
1128601,377
1128602,0
1128603,304
1128604,363
1128605,351
1128606,1069
1128608,233
1128609,307
1128610,439
1128611,435
1128612,0
1128613,535
1128615,540
1128616,414
1128617,293
1128618,281
1128619,479
1128620,503
1128621,221
1128622,440
1128623,177
1128624,287
1128625,524
1128626,441
1128701,356
1128702,550
1128703,809
1128704,601
1128705,453
1128706,300
1128707,437
1128708,491
1128709,405
1128710,337
1128711,337
1128712,191
1128713,201
1128714,830
1128715,169
1128716,796
1128717,374
1128718,329
1128719,360
1128720,204
1128721,579
1128722,0
1128723,334
1128724,236
1128725,124
1128726,12
1128801,142
1128802,276
1128803,236
1128804,345
1128805,285
1128806,216
1128807,619
1128808,263
1128809,206
1128810,7
1128811,231
1128812,686
1128901,690
1128902,463
1128903,402
1128904,484
1128905,242
1128906,415
1128907,314
1128908,210
1128909,299
1128910,279
1128911,258
1128912,213
1128913,346
1128914,472
1128915,300
1128916,409
1128917,312
1128918,294
1128919,188
1129001,688
1129002,763
1129003,521
1129004,580
1129005,677
1129006,391
1129007,280
1129008,625
1129009,463
1129010,501
1129011,344
1129012,509
1129013,565
1129014,577
1129015,433
1129016,569
1129017,342
1129018,568
1129019,345
1129020,420
1129021,537
1129022,434
1129023,385
1129024,551
1129025,260
1129026,593
1129027,374
1129028,686
1129029,518
1129030,325
1129031,548
1129032,708
1129033,760
1129034,228
1129035,521
1129036,449
1129037,1041
1129038,364
1129039,231
1129040,490
1129041,281
1129042,549
1129043,582
1129044,301
1129045,587
1129046,201
1129047,265
1129101,398
1129102,345
1129103,507
1129104,421
1129105,459
1129106,424
1129107,252
1129108,502
1129109,509
1129110,496
1129111,574
1129112,390
1129113,255
1129114,416
1129115,450
1129116,608
1129117,310
1129118,388
1129119,463
1129120,414
1129121,408
1129122,278
1129123,766
1129124,301
1129125,521
1129127,99
1129128,560
1129129,519
1129130,195
1129131,350
1129132,238
1129133,447
1129134,459
1129135,338
1129136,229
1129137,651
1129138,3
1129139,411
1129140,449
1129141,392
1129142,544
1129143,623
1129144,479
1129145,515
1129146,397
1129147,7
1129148,397
1129149,890
1129401,643
1129402,341
1129403,349
1129404,105
1129405,213
1129406,351
1129407,304
1129408,469
1129409,327
1129410,313
1129411,212
1129412,393
1129413,660
1129414,346
1129415,770
1129416,468
1129601,326
1129602,351
1129603,406
1129604,282
1129605,364
1129606,490
1129607,267
1129608,280
1129609,375
1129610,585
1129611,410
1129612,320
1129613,353
1129614,641
1129615,430
1129616,404
1129617,395
1129618,263
1129619,443
1129620,544
1129621,355
1129622,546
1129623,330
1129624,255
1129625,457
1129626,255
1129627,397
1129628,476
1129629,456
1129630,325
1129631,385
1129632,461
1155301,508
1155302,28
1155303,466
1155304,625
1155305,753
1155306,593
1155307,288
1155308,666
1155309,303
1155310,430
1155311,597
1155312,640
1155313,338
1155314,426
1155315,275
1155316,428
1155317,241
1155401,445
1155402,322
1155403,408
1155404,297
1155405,441
1155406,218
1155407,409
1155408,307
1155409,299
1155410,369
1155411,528
1155412,1544
1155413,0
1155501,326
1155502,554
1155503,450
1155504,535
1155505,439
1155506,289
1155507,581
1155508,372
1155509,256
1155510,461
1155511,478
1155512,280
1155513,529
1155514,280
1155515,594
1155516,324
1155517,320
1155518,483
1155519,549
1155520,615
1155521,403
1155522,505
1155523,281
1155524,614
1155525,539
1155526,280
1155527,0
1155528,345
1155529,218
1155601,556
1155602,647
1155603,452
1155604,426
1155605,409
1155606,420
1155607,672
1155608,592
1155609,524
1155610,444
1155611,844
1155612,361
1155613,390
1155614,308
1155615,0
1155616,547
1155617,485
1155618,305
1155619,371
1155620,368
1155621,412
1155701,436
1155702,488
1155703,518
1155704,299
1155705,398
1155706,516
1155707,457
1155708,329
1155709,379
1155710,318
1155711,281
1155712,267
1155713,556
1155801,591
1155802,356
1155803,424
1155804,286
1155805,350
1155806,233
1155807,432
1155808,277
1155809,447
1155810,521
1155811,406
1155812,247
1155813,557
1155814,294
1155815,408
1155816,497
1155817,481
1155818,343
1155819,483
1155820,295
1155821,298
1155822,320
1155823,425
1155824,400
1155825,426
1155826,462
1155827,206
1155828,356
1155829,211
1155830,455
1155831,329
1155832,348
1155833,430
1155834,228
1155835,271
1155836,273
1155837,488
1155838,314
1155839,452
1155840,259
1155841,376
1155842,240
1155843,517
1155844,430
1155845,548
1155846,215
1155847,322
1155848,353
1155849,204
1155850,0
1155851,287
1155852,355
1155901,515
1155902,3867
1155903,649
1155904,457
1155905,459
1155906,510
1155907,734
1155908,546
1155909,557
1155910,726
1155911,456
1155912,403
1155913,679
1155914,732
1155915,635
1155916,508
1155917,530
1155918,531
1155919,665
1155920,321
1155921,392
1155922,499
1155923,534
1155924,423
1155925,635
1155926,339
1155927,412
1155928,503
1155929,582
1155930,322
1155931,665
1155932,543
1155933,497
1155934,418
1155935,474
1155936,370
1155937,258
1155938,657
1155939,213
1129701,407
1129702,367
1129703,439
1129704,337
1129705,352
1129706,268
1129707,258
1129708,300
1129709,525
1129710,383
1129711,250
1129712,383
1129713,602
1129714,467
1129715,333
1129716,255
1129717,251
1129718,362
1129719,424
1129720,366
1129721,314
1129722,466
1129723,287
1129724,272
1129725,330
1129726,289
1129727,136
1129728,327
1129729,320
1129730,229
1129731,361
1129732,473
1129733,393
1129734,599
1129735,429
1129736,427
1129737,438
1129738,391
1129739,424
1129740,199
1129741,239
1129742,268
1129743,353
1129744,359
1129745,262
1129746,323
1129747,458
1129748,476
1129749,309
1129750,425
1129751,418
1129752,427
1129753,552
1129754,396
1129755,410
1129756,429
1129757,226
1129758,275
1129801,336
1129802,340
1129803,364
1129804,287
1129805,222
1129806,364
1129807,423
1129808,286
1129809,304
1129810,204
1129811,295
1129812,348
1129813,216
1129814,507
1129815,264
1129816,178
1129817,267
1129901,397
1129902,542
1129903,343
1129904,326
1129905,262
1129906,180
1129907,280
1129908,366
1130001,460
1130002,553
1130003,262
1130004,470
1130005,291
1130006,243
1130007,396
1130008,0
1130009,264
1130010,345
1130011,334
1130012,293
1130013,329
1130014,261
1130015,281
1130016,575
1130017,332
1130018,388
1130019,487
1130020,239
1130021,302
1130022,469
1130023,522
1130024,355
1130025,368
1130026,397
1130027,254
1130028,327
1130029,549
1130030,230
1130031,454
1130032,309
1130033,264
1130034,418
1130035,428
1130036,332
1130037,470
1130038,334
1130039,0
1130040,237
1130041,402
1130042,503
1130043,524
1130044,272
1130045,385
1130046,236
1130047,581
1130048,387
1130049,487
1130050,366
1130051,478
1130052,341
1130053,306
1130054,395
1130055,254
1130056,386
1130057,149
1130058,327
1130059,96
1130060,243
1130061,107
1130062,511
1130063,373
1130101,481
1130102,228
1130103,384
1130104,610
1130105,293
1130106,406
1130107,529
1130108,384
1130109,569
1130110,447
1130111,312
1130112,390
1130113,289
1130114,400
1130115,458
1130116,641
1130117,350
1130118,1840
1130119,357
1130120,455
1130121,444
1130122,253
1130201,476
1130202,309
1130203,494
1130205,622
1130206,1011
1130207,2115
1130208,448
1130209,356
1130210,1394
1130211,474
1130212,508
1130213,231
1130214,474
1130215,456
1130216,339
1130217,357
1130218,396
1130219,632
1130220,1667
1130221,204
1130222,405
1130223,309
1130224,421
1130225,322
1130226,471
1130227,361
1130228,429
1130229,373
1130230,378
1130231,606
1130232,322
1130233,332
1130234,377
1130235,421
1130236,410
1130237,484
1130238,405
1130239,9
1130240,435
1130241,351
1130242,337
1130243,510
1130244,506
1130245,406
1130246,335
1130301,218
1130302,287
1130303,9
1130304,483
1130305,360
1130306,593
1130307,461
1130308,529
1130309,0
1130310,381
1130311,466
1130312,347
1130313,3
1130314,440
1130315,509
1130316,200
1130317,271
1130318,405
1130319,633
1130320,494
1130321,271
1130322,506
1130323,452
1130324,448
1130325,657
1130326,515
1130327,448
1130328,769
1130329,507
1130330,0
1130332,188
1130333,688
1130334,528
1130335,761
1130336,340
1130337,0
1130338,499
1130339,383
1130340,205
1130341,395
1130342,300
1130343,203
1130344,751
1130401,366
1130402,395
1130403,634
1130404,552
1130405,400
1130406,483
1130407,513
1130408,346
1130409,380
1130410,413
1130411,381
1130412,370
1130413,640
1130414,410
1130415,274
1130416,499
1130417,704
1130418,798
1130419,478
1130420,426
1130421,404
1130422,326
1130423,238
1130424,711
1130425,431
1130426,650
1130427,51
1130428,423
1130429,325
1130430,476
1130431,189
1130432,568
1130433,411
1130434,423
1130435,489
1130436,441
1130437,396
1130438,306
1130439,582
1130440,373
1130441,0
1130442,357
1130601,538
1130602,466
1130604,2634
1130605,252
1130606,406
1130607,299
1130608,660
1130609,348
1130610,324
1130611,494
1130612,440
1130613,451
1130614,406
1130615,400
1130616,306
1130617,464
1130618,280
1130619,503
1130620,503
1130621,475
1130622,407
1130623,283
1130624,488
1130625,509
1130626,387
1130627,348
1130628,387
1130629,0
1130630,570
1130631,413
1130632,381
1130633,330
1130634,337
1130635,278
1130636,234
1130637,254
1130638,620
1130639,413
1130640,334
1130641,504
1130642,372
1130643,322
1130644,190
1130645,394
1130646,386
1130647,399
1130648,308
1130649,334
1130650,489
1130651,279
1130652,932
1130701,602
1130702,408
1130703,475
1130704,222
1130705,411
1130706,338
1130707,458
1130708,500
1130709,497
1130710,482
1130711,524
1130712,399
1130713,359
1130714,569
1130715,363
1130716,479
1130717,572
1130718,415
1130719,446
1130720,535
1130721,7
1130722,314
1130723,386
1130724,249
1130725,413
1130726,602
1130727,381
1130728,234
1130729,404
1130730,592
1130731,354
1130732,262
1130733,327
1130734,519
1130735,557
1130736,482
1130737,353
1130738,472
1130739,411
1130740,480
1130741,436
1130742,551
1130743,278
1130744,521
1130745,545
1130746,423
1130747,472
1130748,601
1130749,603
1130750,562
1130751,308
1130752,414
1130753,469
1130754,690
1130755,551
1130756,588
1130801,428
1130802,486
1130803,436
1130804,233
1130805,518
1130806,308
1130807,610
1130808,367
1130809,574
1130810,816
1130811,480
1130812,477
1130813,507
1130814,611
1130815,412
1130816,432
1130817,460
1130818,53
1130819,284
1130820,758
1130821,552
1130822,377
1130823,762
1130824,310
1130825,273
1130826,425
1130827,569
1130828,550
1130829,696
1130830,607
1130831,295
1130832,579
1130833,548
1130834,533
1130835,370
1130836,492
1130837,511
1130838,464
1130839,321
1130840,377
1130841,0
1130842,642
1130843,514
1130844,557
1130845,593
1130846,527
1130847,325
1130848,486
1130849,556
1130850,391
1130851,496
1156001,594
1156002,602
1156003,317
1156004,462
1156005,214
1156006,463
1156007,517
1156008,549
1156009,524
1156010,271
1156011,299
1156012,553
1156013,502
1156014,430
1156015,533
1156016,558
1156017,557
1156018,422
1156019,532
1156020,308
1156021,326
1156022,362
1156023,344
1156024,429
1156025,427
1156026,646
1156027,288
1156028,292
1156101,544
1156102,344
1156103,342
1156104,558
1156105,703
1156106,707
1156107,526
1156108,470
1156109,348
1156110,439
1156111,451
1156112,518
1156113,514
1156114,316
1156115,449
1156116,403
1156117,722
1156118,443
1156119,553
1156120,482
1156121,394
1156122,332
1156123,343
1156124,404
1156125,699
1156126,378
1156127,418
1156128,372
1156129,380
1156130,688
1156131,403
1156132,341
1156133,414
1156134,460
1156135,297
1130901,510
1130902,443
1130903,398
1130904,437
1130905,448
1130906,561
1130907,371
1130908,377
1130909,341
1130910,499
1130911,370
1130912,503
1130913,277
1130914,615
1130915,311
1130916,311
1130917,393
1130918,589
1130919,635
1130920,475
1130921,327
1130922,794
1130923,411
1130924,803
1130925,531
1130926,271
1130927,299
1130928,493
1130929,730
1130930,448
1130931,440
1130932,380
1130933,254
1130934,417
1130935,326
1130936,355
1131004,585
1131005,596
1131006,416
1131007,257
1131008,679
1131011,314
1131012,485
1131013,375
1131014,406
1131015,365
1131017,551
1131018,789
1131019,502
1131020,451
1131021,294
1131022,399
1131024,1038
1131025,581
1131027,483
1131030,491
1131032,307
1131033,371
1131034,475
1131035,462
1131036,552
1131037,506
1131038,2314
1131039,512
1131040,389
1131041,3022
1131042,429
1131043,507
1131044,442
1131045,435
1131046,456
1131047,282
1131048,207
1131049,481
1131050,416
1131051,664
1131052,443
1131053,354
1131054,392
1131055,489
1131056,451
1131057,871
1131058,415
1131059,1319
1131060,1119
1131061,784
1131062,304
1131063,330
1131064,440
1131065,690
1131066,323
1131067,647
1131201,247
1131203,468
1131204,432
1131205,494
1131206,316
1131207,370
1131208,409
1131209,438
1131210,455
1131211,230
1131213,380
1131214,335
1131215,490
1131216,274
1131217,453
1131218,329
1131219,288
1131220,854
1131221,15
1131222,407
1131223,331
1131225,0
1131226,641
1131227,377
1131228,173
1131229,278
1131230,292
1131231,651
1131232,494
1131233,370
1131234,197
1131235,630
1131236,590
1131237,6
1131238,383
1131239,949
1131240,1956
1131241,1309
1156201,347
1156202,366
1156203,475
1156204,537
1156205,450
1156206,292
1156207,431
1156208,492
1156209,402
1156301,557
1156302,468
1156303,573
1156304,320
1156305,270
1156306,400
1156307,419
1156308,358
1156309,481
1156310,598
1156311,513
1156312,536
1156313,287
1156314,428
1156315,508
1156316,308
1156317,425
1156318,492
1156319,516
1156320,512
1156321,446
1156322,541
1156323,423
1156324,363
1156325,278
1156326,325
1156327,309
1156328,354
1156329,323
1156330,558
1156331,372
1156332,328
1156333,430
1156334,485
1156335,295
1156336,385
1156337,329
1156338,499
1156339,529
1156340,600
1156341,297
1156342,436
1156343,355
1156344,257
1156345,615
1156346,398
1156347,635
1156348,235
1156349,243
1156350,356
1156351,261
1156352,262
1156353,359
1156354,325
1156355,488
1156356,60
1156357,231
1131301,245
