sa1,pop
2118713,273
2118801,382
2118802,426
2118803,542
2118804,557
2118805,657
2118806,341
2118807,355
2118808,496
2118809,904
2118810,434
2118811,537
2118812,355
2118813,538
2118814,580
2118815,251
2118816,665
2118817,486
2118818,392
2118819,569
2118820,349
2118821,485
2118822,476
2118823,880
2118824,382
2118825,425
2118826,207
2118827,320
2118828,300
2118829,728
2118830,510
2118831,381
2118832,522
2118833,281
2118834,437
2118835,410
2118836,579
2118837,619
2118838,335
2118839,301
2118840,522
2118841,536
2118842,376
2118843,366
2118844,253
2118845,290
2118846,262
2118847,377
2118848,294
2118849,329
2118850,265
2118901,620
2118902,526
2118903,378
2118904,551
2118905,321
2118906,499
2118907,586
2118908,354
2118909,375
2118910,508
2118911,358
2118912,574
2118913,552
2118914,305
2118915,478
2118916,414
2118917,474
2118918,324
2118919,401
2118920,683
2118921,409
2118922,319
2118923,268
2118924,322
2118925,315
2118926,545
2118927,326
2118928,310
2118929,323
2118930,340
2119001,388
2119002,375
2119003,270
2119004,294
2119005,293
2119006,411
2119007,361
2119008,402
2119009,516
2119010,742
2119011,832
2119012,318
2119013,303
2119014,666
2119015,0
2119016,394
2119017,359
2119018,346
2119019,460
2119020,241
2119021,305
2119022,465
2119023,471
2119024,368
2119025,391
2119026,340
2119027,373
2119028,396
2119029,238
2119030,371
2119031,317
2119032,238
2119033,540
2119034,183
2119101,353
2119102,214
2119103,72
2119104,399
2119105,675
2119106,252
2119107,769
2119108,329
2119109,545
2119110,444
2119111,417
2119112,369
2119113,479
2119114,259
2119115,633
2119116,558
2119117,247
2119118,259
2119119,17
2119120,508
2119121,347
2119122,335
2119123,310
2119201,0
2119301,354
2119302,459
2119303,297
2119304,619
2119305,420
2119306,8
2119307,403
2119308,437
2119309,572
2119310,464
2119311,402
2119312,409
2119313,464
2119314,588
2119315,273
2119316,482
2119317,442
2119318,569
2119319,368
2119320,487
2119321,441
2119322,370
2119323,315
2119324,679
2119325,634
2119326,621
2119327,798
2119328,431
2119329,441
2119330,573
2119331,411
2119332,497
2119333,448
2119334,398
2119335,535
2119336,569
2119337,409
2119338,452
2119339,484
2119340,464
2119341,346
2119342,567
2119343,522
2119401,467
2119402,541
2119403,421
2119404,448
2119405,399
2119406,273
2119407,242
2119408,307
2119409,391
2119410,437
2119411,643
2119412,290
2119413,377
2119414,318
2119415,407
2119416,435
2119417,388
2119418,420
2119419,641
2119420,283
2119421,336
2119422,667
2119423,444
2119424,429
2119425,584
2119426,435
2119427,259
2119428,313
2119429,313
2119430,358
2119431,485
2119432,476
2119433,375
2119434,497
2119435,575
2119436,406
2119437,198
2119438,551
2119439,358
2119440,573
2119441,256
2119442,355
2119443,675
2119444,426
2119445,281
2119446,378
2119447,261
2119448,273
2119449,385
2119501,606
2119502,378
2119503,248
2119504,402
2119505,580
2119506,362
2119507,516
2119508,362
2119509,532
2119510,481
2119511,521
2119512,427
2119513,671
2119514,780
2119515,691
2119516,673
2119517,315
2119518,502
2119519,362
2119520,607
2119521,443
2119522,468
2119523,319
2119525,369
2119526,349
2119527,436
2119528,300
2119529,295
2119530,468
2119531,454
2119532,480
2119533,600
2119534,458
2119535,524
2119536,336
2119537,498
2119538,382
2119539,304
2119540,536
2119541,411
2119542,425
2119543,442
2119544,463
2119545,232
2119546,268
2119547,173
2119548,238
2119549,256
2119550,0
2119551,378
2119601,465
2119602,396
2119603,226
2119604,461
2119605,502
2119606,447
2119607,450
2119608,541
2119609,348
2119610,406
2119612,533
2119613,629
2119614,346
2119615,418
2119616,358
2119617,510
2119618,418
2119619,376
2119620,273
2119621,307
2119622,374
2119623,389
2119624,713
2119701,519
2119702,380
2119703,555
2119704,506
2119705,696
2119706,428
2119707,351
2119708,260
2119709,365
2119710,532
2119711,380
2119712,422
2119713,337
2119714,419
2119715,649
2119716,246
2119717,347
2119718,328
2119719,349
2119720,443
2119721,430
2119722,348
2119723,457
2119724,597
2119725,436
2119726,430
2119727,367
2119728,353
2119729,347
2119730,453
2119731,384
2119732,295
2119733,336
2119734,282
2119735,332
2119736,261
2119737,288
2119738,269
2119739,422
2119740,572
2119741,348
2119742,255
2119743,499
2119744,360
2119745,331
2119746,306
2119747,305
2119748,195
2119749,346
2119750,413
2119751,412
2119752,206
2119753,320
2119801,382
2119802,296
2119803,578
2119804,430
2119805,405
2119806,401
2119807,558
2119808,536
2119809,276
2119810,653
2119811,393
2119812,285
2119813,452
2119814,711
2119815,479
2119816,372
2119817,498
2119818,527
2119819,378
2119820,406
2119821,456
2119822,477
2119823,549
2119824,381
2119825,411
2119826,475
2119827,653
2119828,500
2119829,439
2119830,367
2119831,228
2119832,483
2119833,330
2119901,612
2119902,409
2119903,347
2119904,427
2119905,626
2119906,6
2119907,524
2119908,406
2119909,508
2119910,414
2119911,642
2119912,428
2119913,617
2119914,473
2119915,363
2119916,538
2119917,305
2119918,415
2119919,568
2119920,598
2119921,469
2119922,381
2119923,398
2119924,377
2119925,439
2119926,488
2119927,375
2119928,434
2119929,334
2119930,414
2119931,388
2119932,428
2120001,265
2120002,445
2120003,445
2120004,413
2120005,592
2120006,236
2120007,384
2120008,636
2120009,340
2120010,396
2120011,548
2120012,489
2120013,400
2120014,570
2120015,439
2120016,399
2120017,431
2120018,663
2120019,446
2120020,509
2120021,333
2120022,456
2120023,265
2120024,451
2120025,535
2120026,308
2120101,390
2120102,518
2120103,574
2120104,376
2120105,426
2120106,438
2120107,386
2120108,279
2120109,484
2120110,486
2120111,391
2120112,438
2120113,448
2120114,391
2120115,409
2120116,254
2120117,347
2120118,399
2120119,241
2120201,239
2120202,268
2120203,273
2120204,283
2120205,415
2120206,631
2120207,219
2120208,555
2120209,520
2120210,492
2120211,286
2120212,424
2120213,285
2120214,475
2120215,451
2120216,321
2120217,352
2120218,502
2120219,248
2120220,247
2120221,466
2120222,497
2120223,618
2120224,424
2120225,517
2120226,362
2120227,485
2120228,281
2120229,434
2120230,581
2120231,346
2120232,464
2120233,514
2120234,255
2120235,365
2120236,309
2120237,302
2120238,314
2120239,330
2120240,491
2120241,252
2120301,253
2120302,196
2120303,344
2120304,299
2120305,575
2120306,481
2120307,503
2120308,558
2120309,403
2120310,454
2120311,374
2120312,559
2120313,515
2120314,483
2120315,426
2120316,434
2120317,376
2120318,307
2120319,567
2120320,449
2120321,626
2120322,297
2120323,494
2120324,386
2120325,464
2120326,373
2120327,396
2120328,361
2120329,456
2120330,377
2120331,449
2120332,348
2120333,410
2120334,242
2120335,291
2120336,17
2120337,501
2120338,600
2120339,420
2120340,450
2120341,311
2120342,429
2120343,325
2120344,230
2120345,198
2120346,294
2120401,573
2120402,327
2120403,292
2120404,535
2120405,493
2120406,591
2120407,286
2120408,521
2120409,437
2120410,397
2120411,223
2120412,545
2120413,368
2120414,452
2120415,352
2120416,420
2120417,406
2120418,609
2120419,273
2120420,383
2120421,276
2120422,360
2120501,992
2120502,308
2120503,382
2120504,704
2120505,606
2120507,554
2120508,569
2120509,652
2120510,364
2120511,615
2120512,470
2120514,395
2120516,366
2120517,0
2120518,724
2120519,0
2120520,617
2120521,409
2120522,0
2120523,281
2120524,408
2120525,0
2120526,908
2120527,640
2120528,362
2120701,382
2120702,382
2120703,422
2120704,509
2120705,469
2120706,550
2120707,502
2120708,413
2120709,450
2120710,498
2120711,362
2120712,495
2120713,572
2120714,623
2120715,539
2120716,496
2120717,589
2120718,433
2120719,427
2120720,417
2120721,375
2120722,374
2120723,509
2120724,480
2120725,581
2120726,509
2120727,500
2120728,470
2120729,484
2120730,376
2120731,562
2120732,381
2120733,518
2120734,504
2120735,673
2120736,635
2120737,648
2120738,518
2120739,360
2120740,426
2120741,510
2120742,569
2120743,649
2120744,320
2120745,309
2120746,319
2120747,381
2120748,283
2120749,327
2120750,440
2120751,295
2120752,457
2120753,440
2120754,409
2120755,425
2120756,309
2120757,548
2120758,669
2120801,446
2120802,675
2120803,524
2120804,0
2120805,402
2120806,316
2120807,428
2120808,608
2120809,329
2120810,332
2120811,566
2120812,316
2120813,495
2120814,566
2120815,347
2120816,472
2120817,626
2120818,529
2120819,385
2120820,267
2120821,526
2120822,494
2120823,31
2120824,490
2120825,469
2120826,543
2120827,427
2120828,628
2120829,421
2120830,427
2120831,583
2120832,608
2120833,503
2120834,366
2120835,419
2120836,574
2120837,119
2120838,429
2120839,445
2120840,581
2120841,392
2120842,607
2120843,150
2120844,353
2120845,0
2120846,422
2120847,375
2120848,0
2120849,494
2120850,264
2120851,537
2120852,550
2120853,238
2120854,293
2120855,314
2120856,451
2120857,509
2120858,364
2142801,10
2142802,637
2142803,510
2142804,660
2142805,292
2142806,540
2142807,498
2142808,735
2142809,571
2142810,470
2142811,353
2142812,418
2142813,344
2142814,570
2142815,640
2142816,442
2142817,503
2142818,505
2142819,655
2142820,448
2142821,536
2142822,460
2142823,481
2142824,344
2142825,329
2142826,368
2142827,637
2142828,352
2142829,358
2142830,402
2142831,891
2142832,849
2142833,455
2142834,536
2142835,551
2142836,548
2142837,601
2142838,354
2142839,557
2142840,627
2142901,516
2142902,721
2142903,385
2142904,529
2142905,568
2142906,448
2142907,491
2142908,351
2142909,578
2142910,398
2142911,595
2142912,367
2142913,362
2142914,410
2142915,421
2142916,556
2142917,501
2142918,408
2142919,559
2142920,576
2142921,596
2142922,588
2142923,571
2142924,366
2142925,328
2120901,486
2120902,253
2120903,480
2120904,316
2120905,383
2120906,432
2120907,415
2120908,455
2120909,337
2120910,479
2120911,281
2120912,317
2120913,480
2120914,293
2120915,547
2120916,405
2120917,542
2120918,418
2120919,561
2120920,287
2120921,350
2120922,451
2120923,336
2120924,576
2120925,344
2120926,216
2120927,213
2120928,221
2120929,451
2120930,375
2120931,453
2120932,210
2120933,374
2120934,501
2120935,375
2120936,487
2120937,326
2120938,354
2120939,505
2120940,241
2120941,333
2120942,431
2120943,325
2120944,434
2120945,496
2120946,374
2120947,308
2120948,197
2120949,353
2120950,566
2120951,350
2120952,298
2120953,352
2120954,438
2120955,386
2120956,312
2120957,258
2120958,497
2120959,258
2120960,412
2121001,283
2121002,490
2121003,238
2121004,441
2121005,227
2121006,412
2121007,207
2121008,325
2121009,347
2121010,477
2121101,205
2121102,615
2121103,360
2121104,277
2121105,283
2121106,566
2121107,279
2121108,150
2121109,283
2121110,347
2121111,179
2121112,288
2121201,404
2121202,293
2121203,211
2121204,372
2121205,255
2121206,299
2121207,275
2121208,178
2121209,0
2121210,0
2121211,358
2121212,339
2121213,362
2121214,359
2121215,352
2121216,250
2121217,261
2121218,228
2121219,154
2121220,200
2121301,559
2121302,396
2121303,231
2121304,569
2121305,584
2121306,252
2121307,310
2121308,427
2121309,329
2121310,230
2121311,974
2121312,191
2121313,448
2121314,330
2121315,373
2121316,314
2121317,343
2121318,705
2121319,222
2121320,243
2121321,180
2121322,187
2121323,337
2121324,277
2121325,365
2121401,419
2121402,379
2121403,284
2121404,448
2121405,382
2121406,474
2121407,424
2121408,544
2121409,291
2121410,419
2121411,523
2121412,372
2121413,281
2121414,368
2121415,362
2121416,384
2121417,340
2121501,250
2121502,407
2121503,306
2121504,286
2121505,423
2121506,4
2121507,441
2121508,313
2121509,544
2121510,189
2121511,427
2121513,453
2121514,365
2121515,464
2121516,253
2121517,602
2121518,477
2121519,519
2121520,410
2121521,463
2121522,652
2121523,477
2121524,324
2121525,637
2121526,333
2121527,342
2121528,192
2121529,461
2121530,614
2121531,398
2121532,482
2121533,236
2121534,231
2121535,378
2121536,335
2121601,616
2121603,398
2121604,379
2121605,682
2121606,267
2121607,385
2121608,374
2121609,515
2121610,0
2121611,429
2121612,402
2121613,331
2121614,436
2121615,3
2121616,2231
2121701,191
2121702,449
2121703,283
2121704,290
2121705,370
2121706,417
2121707,262
2121708,217
2121709,634
2121710,239
2121711,566
2121712,252
2121713,452
2121714,266
2121715,371
2121716,234
2121717,329
2121718,385
2121901,428
2121902,419
2121903,435
2121904,375
2121905,394
2121906,419
2121907,547
2121908,301
2121909,302
2121910,340
2121911,323
2121912,280
2121913,302
2121914,412
2121915,538
2121916,444
2121917,561
2121918,592
2121919,559
2121920,581
2121921,391
2121922,285
2121923,426
2121924,370
2121925,376
2121926,303
2121927,299
2121928,447
2121929,464
2121930,3223
2121931,4
2121932,364
2121933,311
2121934,357
2121935,294
2121936,267
2121937,367
2121938,346
2121939,272
2121940,324
2121941,518
2121942,354
2121943,329
2121944,516
2121945,328
2121946,461
2121947,372
2121948,390
2121949,448
2121950,615
2121951,418
2122001,274
2122002,0
2122003,518
2122004,536
2122005,453
2122006,496
2122007,425
2122008,278
2122009,376
2122010,358
2122011,348
2122012,390
2122013,468
2122014,343
2122015,367
2122016,488
2122017,291
2122018,392
2122019,392
2122020,311
2122021,467
2122022,500
2122023,432
2122024,532
2122025,195
2122026,409
2122027,280
2122028,781
2122029,490
2122030,403
2122031,217
2122032,369
2122033,492
2122034,323
2122035,454
2122036,298
2122037,744
2122038,406
2122039,259
2122040,211
2122041,314
2122042,371
2122043,310
2122044,363
2122045,377
2122046,302
2122101,430
2122102,399
2122103,391
2122104,543
2122105,461
2122106,506
2122107,553
2122108,475
2122109,327
2122110,555
2122111,471
2122112,428
2122113,522
2122114,442
2122115,337
2122116,280
2122117,434
2122118,477
2122119,331
2122120,398
2122121,439
2122122,261
2122123,304
2122124,456
2122125,647
2122126,236
2122127,292
2122128,193
2122129,308
2122301,352
2122302,603
2122303,331
2122304,612
2122305,652
2122306,372
2122307,400
2122308,480
2122309,507
2122310,321
2122311,343
2122312,583
2122313,367
2122314,480
2122315,272
2122316,251
2122317,283
2122318,418
2122319,420
2122320,426
2122321,425
2122322,347
2122323,353
2122324,0
2122325,4
2122326,444
2122327,265
2122328,372
2122329,383
2122330,364
2122331,538
2122332,317
2122333,605
2122334,479
2122335,0
2122336,536
2122337,344
2122338,386
2122339,331
2122340,426
2122341,416
2122342,518
2122343,457
2122344,4
2122345,432
2122346,485
2122347,464
2122348,411
2122349,388
2122350,0
2122351,302
2122352,209
2122353,376
2122354,445
2122401,1877
2122402,414
2122403,337
2122404,663
2122405,453
2122406,751
2122407,433
2122408,338
2122409,420
2122410,886
2122411,334
2122413,442
2122414,534
2122415,347
2122416,293
2122417,566
2122418,421
2122419,230
2122420,260
2122421,506
2122422,596
2122423,133
2122424,192
2122425,554
2122426,570
2122428,1273
2122429,737
2122430,291
2122431,1385
2122501,383
2122502,1293
2122503,273
2122504,441
2122505,296
2122506,350
2122507,498
2122508,171
2122509,576
2122510,499
2122511,321
2122512,353
2122513,4
2122514,349
2122515,0
2122516,493
2122517,263
2122518,343
2122519,487
2122520,275
2122521,456
2143001,833
2143002,1329
2143003,438
2143004,751
2143005,394
2143006,759
2143007,486
2143008,304
2143009,446
2143010,596
2143011,901
2143012,978
2143013,818
2143014,270
2143015,267
2143016,205
2143017,413
2143018,404
2143019,472
2143020,631
2143021,932
2143022,363
2143023,725
2143024,597
2143025,393
2143026,243
2143027,578
2143028,922
2143029,373
2143030,232
2143031,520
2143032,285
2143033,298
2143035,211
2143036,344
2143037,349
2143038,0
2143039,380
2143040,231
2143041,318
2143042,451
2143043,493
2143101,664
2143102,0
2143103,515
2143104,550
2143105,245
2143106,237
2143107,469
2143108,590
2143109,462
2143110,497
2143111,347
2143112,350
2143113,385
2143114,825
2143115,552
2143116,331
2143117,336
2143118,446
2143119,343
2143120,181
2143121,587
2143122,407
2143123,370
2143124,545
2143125,389
2143126,327
2143127,513
2143128,261
2143129,356
2143130,182
2143131,282
2143132,231
2143133,391
2143201,353
2143202,205
2143203,256
2143204,247
2143205,214
2143206,337
2143207,362
2143208,549
2143209,510
2143210,435
2143211,4
2143212,503
2143213,441
2143214,553
2143215,8
2143216,513
2143217,40
2143218,237
2143219,436
2143220,470
2143221,258
2143222,392
2143223,313
2143224,0
2143225,370
2143226,347
2143301,573
2143302,347
2143303,610
2143304,489
2143305,698
2143306,387
2143307,764
2143308,524
2143309,423
2143310,406
2143311,3
2143312,382
2143313,296
2143314,389
2143315,1024
2143316,459
2143317,272
2143318,228
2143319,1132
2143320,290
2143321,684
2143322,507
2143401,425
2143402,831
2143403,1102
2143404,433
2143405,374
2143406,641
2143407,680
2143408,431
2143409,834
2143410,87
2143411,792
2143412,574
2143413,583
2143414,483
2143415,512
2143416,919
2143417,993
2143418,588
2143419,332
2143420,540
2143421,647
2143422,432
2143424,238
2143425,478
2143426,51
2143427,269
2143428,943
2143429,1025
2143430,225
2143501,717
2143502,581
2143503,577
2143504,352
2143505,386
2143506,288
2143507,676
2143508,511
2143509,617
2143510,517
2143511,725
2143512,296
2143513,640
2143514,533
2143515,466
2143516,523
2143517,411
2143518,413
2143519,698
2143520,279
2143521,558
2143522,225
2143523,567
2143524,458
2143525,43
2143601,424
2143602,526
2143603,385
2143604,298
2143605,367
2143606,273
2143607,509
2143608,348
2143609,471
2143610,14
2143611,532
2143612,381
2143613,326
2143614,665
2143615,416
2143616,349
2143617,283
2143618,254
2143619,349
2143620,291
2143621,384
2143622,300
2143623,506
2143624,208
2143625,353
2143626,442
2143627,554
2143628,254
2143629,0
2143630,392
2143631,0
2143632,0
2143633,280
2143634,368
2143635,514
2143701,1156
2143702,1782
2143703,338
2143704,1840
2143705,1580
2143706,646
2143707,1119
2143708,596
2122601,378
2122602,645
2122603,632
2122604,572
2122605,654
2122606,647
2122607,450
2122608,551
2122609,466
2122610,282
2122611,264
2122612,446
2122613,531
2122614,386
2122615,399
2122616,0
2122617,255
2122701,0
2122801,528
2122802,325
2122803,256
2122804,10
2122805,3
2122806,486
2122807,394
2122808,391
2122809,368
2122810,544
2122811,523
2122812,551
2122813,339
2122814,343
2122815,279
2122816,185
2122817,496
2122818,0
2122819,488
2122820,477
2122821,381
2122822,395
2122823,497
2122824,68
2122825,16
2122826,168
2122901,419
2122902,518
2122903,376
2122904,361
2122905,305
2122906,508
2122907,431
2122908,647
2122909,486
2122910,396
2122911,514
2122912,362
2122913,310
2122914,515
2122915,217
2122916,357
2122917,402
2122918,473
2122919,271
2122920,325
2122921,550
2122922,450
2122923,473
2122924,530
2122925,199
2122926,496
2122927,482
2122928,425
2122929,458
2122930,441
2122931,285
2122932,220
2122933,367
2122934,338
2122935,541
2122936,280
2122937,376
2122938,609
2122939,530
2122940,479
2122941,338
2122942,233
2122943,1307
2122944,331
2122945,409
2122946,416
2122947,440
2122948,274
2122949,398
2122950,409
2122951,438
2122952,562
2122953,373
2122954,551
2122955,315
2122957,243
2122958,227
2122959,311
2122960,354
2122961,311
2122962,474
2122963,281
2122964,398
2123001,444
2123002,405
2123003,333
2123004,376
2123005,411
2123006,504
2123007,397
2123008,436
2123009,485
2123010,486
2123011,424
2123012,529
2123013,356
2123014,376
2123015,424
2123016,352
2123017,185
2123101,447
2123102,529
2123103,295
2123104,591
2123105,371
2123106,441
2123107,478
2123108,453
2123109,539
2123110,217
2123111,530
2123112,283
2123113,557
2123114,261
2123115,391
2123116,363
2123117,521
2123118,346
2123119,339
2123120,482
2123121,403
2123122,589
2123201,378
2123202,612
2123203,350
2123205,455
2123206,187
2123207,696
2123208,171
2123209,460
2123210,543
2123211,546
2123212,206
2123213,442
2123214,342
2123215,909
2123216,391
2123217,378
2123218,1530
2123219,471
2123220,469
2123221,417
2123222,457
2123223,552
2123224,409
2123225,0
2123226,12
2123227,337
2123228,323
2123229,129
2123230,299
2123231,0
2123232,338
2123301,273
2123302,485
2123303,274
2123304,152
2123305,270
2123306,150
2123307,428
2123308,321
2123309,558
2123310,472
2123401,463
2123402,697
2123403,450
2123404,387
2123405,451
2123406,418
2123407,429
2123408,363
2123409,357
2123501,411
2123502,323
2123503,491
2123504,413
2123505,494
2123506,554
2123507,664
2123508,310
2123509,681
2123510,460
2123511,502
2123512,366
2123513,559
2123514,382
2123515,279
2123516,532
2123517,407
2123518,282
2123519,596
2123520,326
2123521,339
2123601,744
2123602,553
2123603,481
2123604,527
2123605,7
2123606,313
2123607,418
2123608,258
2123609,236
2123610,627
2123611,310
2123612,255
2123613,408
2123614,421
2123615,603
2123616,194
2123617,260
2123618,1079
2123701,0
2123702,571
2123703,561
2123704,488
2123705,501
2123706,833
2123707,668
2123708,499
2123709,421
2123710,543
2123711,0
2123712,465
2123713,28
2123714,387
2123715,634
2123716,501
2123717,484
2123718,585
2123719,311
2123720,421
2123721,485
2123722,612
2123723,397
2123724,350
2123725,376
2123726,517
2123727,466
2123728,468
2123729,426
2123730,427
2123731,343
2123901,771
2123902,515
2123903,431
2123904,319
2123905,360
2123906,623
2123907,565
2123908,460
2123909,662
2123910,451
2123911,430
2123912,378
2123913,328
2123914,395
2123915,854
2123916,587
2123918,638
2123919,413
2123920,304
2123921,347
2123922,396
2123923,763
2123924,578
2123925,612
2123926,796
2123927,580
2123928,270
2123929,562
2123930,380
2123931,653
2123932,521
2123933,534
2123934,554
2123935,326
2123936,337
2123937,427
2123938,640
2123939,340
2123940,466
2123941,497
2123942,315
2123943,417
2123944,353
2123945,521
2123946,573
2123947,348
2123948,487
2123949,364
2143801,342
2143802,392
2143803,234
2143804,610
2143805,551
2143806,339
2143807,300
2143808,482
2143809,354
2143810,545
2143811,409
2143812,643
2143813,549
2143814,539
2143815,272
2143816,384
2143817,447
2143818,576
2143819,685
2143820,509
2143821,517
2143822,726
2143823,0
2143824,530
2143825,336
2143826,365
2143827,643
2143828,618
2143829,305
2143830,387
2143831,445
2143832,467
2143833,309
2143834,409
2143835,596
2143836,408
2143837,328
2143838,374
2143839,296
2143840,400
2143841,313
2143842,490
2143843,483
2143844,317
2143845,372
2143846,364
2143847,293
2143848,431
2143849,403
2143850,511
2143851,523
2143901,508
2143902,842
2143903,390
2143904,0
2143905,344
2143906,377
2143907,441
2144001,426
2144002,308
2144003,337
2144004,225
2144005,424
2144006,398
2144007,3
2144008,412
2144009,340
2144010,328
2144011,297
2144012,436
2144013,363
2144014,287
2144015,456
2144016,271
2144017,290
2124001,281
2124002,569
2124003,606
2124004,523
2124005,393
2124006,335
2124007,4
2124008,380
2124009,261
2124010,236
2124011,313
2124012,249
2124013,398
2124014,728
2124015,729
2124016,661
2124017,285
2124018,569
2124019,411
2124020,441
2124021,422
2124022,651
2124023,270
2124024,191
2124025,280
2124026,598
2124027,375
2124028,278
2124029,359
2124030,350
2124031,365
2124032,209
2124101,484
2124102,508
2124103,455
2124104,467
2124106,917
2124107,308
2124108,436
2124109,466
2124110,349
2124111,402
2124112,549
2124113,312
2124114,327
2124115,478
2124116,368
2124117,300
2124118,434
2124119,508
2124120,329
2124121,562
2124122,531
2124123,272
2124124,496
2124125,488
2124126,466
2124127,602
2124128,509
2124129,355
2124130,455
2124132,588
2124134,318
2124135,452
2124136,570
2124137,403
2124138,252
2124139,398
2124140,953
2124141,300
2124142,369
2124143,341
2124144,391
2124145,687
2124146,566
2124147,179
2124148,410
2124149,211
2124150,308
2124151,956
2124152,345
2124153,490
2124154,591
2124155,408
2124156,250
2124157,571
2124158,286
2124159,305
2124160,595
2124161,326
2124162,714
2124201,558
2124202,459
2124203,563
2124204,615
2124205,704
2124206,580
2124207,491
2124208,642
2124209,524
2124210,495
2124211,428
2124212,903
2124213,611
2124214,368
2124215,744
2124216,321
2124217,298
2124218,688
2124219,402
2124220,463
2124221,321
2124222,497
2124223,193
2124224,494
2124225,670
2124226,3
2124227,273
2124301,402
2124302,235
2124303,18
2124304,0
2124305,220
2124306,461
2124307,240
2124308,241
2124309,352
2124310,410
2124311,319
2124312,565
2124313,229
2124314,653
2124315,307
2124316,226
2124317,483
2124318,552
2124319,414
2124320,703
2124321,529
2124322,5
2124323,477
2124324,325
2124325,324
2124326,371
2124327,581
2124328,432
2124329,481
2124330,337
2124331,282
2124332,227
2124333,540
2124334,365
2124335,442
2124336,557
2124337,350
2124338,247
2124339,376
2124340,464
2124341,430
2124342,232
2124343,429
2124344,292
2124501,492
2124502,392
2124503,286
2124504,299
2124505,397
2124506,386
2124507,345
2124508,470
2124509,233
2124510,346
2124511,275
2124512,314
2124513,423
2124514,594
2124515,421
2124516,282
2124517,303
2124518,432
2124519,360
2124520,221
2124521,240
2124522,203
2124523,583
2124524,379
2124525,303
2124526,538
2124527,235
2124528,588
2124529,350
2124530,818
2124531,580
2124532,481
2124533,309
2124534,0
2124535,6
2124536,0
2124537,3
2124538,557
2124539,442
2124540,482
2124541,484
2124542,558
2124543,504
2124544,199
2124545,271
2124546,530
2124547,277
2124548,402
2124601,540
2124602,559
2124603,391
2124604,349
2124605,359
2124606,474
2124607,347
2124608,278
2124609,427
2124610,476
2124611,447
2124612,423
2124613,261
2124614,487
2124615,521
2124616,348
2124617,557
2124618,323
2124619,352
2124620,370
2124621,307
2124622,235
2124624,306
2124625,713
2124627,398
2124628,386
2124629,279
2124630,3495
2124631,419
2124633,959
2124634,492
2124701,562
2124702,417
2124703,539
2124704,615
2124705,455
2124706,586
2124707,337
2124708,538
2124709,472
2124710,468
2124711,513
2124712,439
2124713,558
2124714,595
2124715,581
2124716,498
2124717,503
2124718,477
2124719,398
2124720,481
2124721,528
2124722,566
2124723,611
2124724,659
2124725,634
2124726,489
2124727,443
2124728,447
2124729,216
2124730,223
2124801,184
2124901,502
2124902,451
2124903,671
2124904,572
2124905,453
2124906,451
2124907,670
2124909,1513
2124910,396
2124911,504
2124913,495
2124914,376
2124915,409
2124916,458
2124917,285
2124918,853
2124919,305
2124920,565
2124921,529
2124922,401
2124923,467
2124924,389
2124925,515
2124926,626
2124927,419
2124928,590
2124929,395
2124930,295
2124931,312
2124932,467
2124933,582
2124934,469
2124935,0
2124936,320
2124937,308
2124938,356
2124939,440
2124940,411
2124941,379
2124942,327
2124943,493
2124944,502
2124945,417
2124946,223
2124947,361
2124949,885
2125001,455
2125002,366
2125003,529
2125004,538
2125005,427
2125006,380
2125007,558
2125008,6
2125009,484
2125010,439
2125011,413
2125012,266
2125013,315
2125014,399
2125015,199
2125016,275
2125017,39
2125018,358
2125019,0
2144101,0
2144102,366
2144103,301
2144104,521
2144105,238
2144106,480
2144107,338
2144108,360
2144109,409
2144110,313
2144111,571
2144112,530
2144113,391
2144114,403
2144115,369
2144116,333
2144117,262
2144118,604
2144119,514
2144120,249
2144121,515
2144122,313
2144201,579
2144202,0
2144203,369
2144204,413
2144205,79
2144206,557
2144207,628
2144208,462
2144209,597
2144210,279
2144211,414
2144212,648
2144213,512
2144214,460
2144215,321
2144216,361
2144217,313
2144218,413
2144219,606
2144220,416
2144221,355
2144222,250
2144223,493
2144224,364
2144225,503
2144226,750
2144227,376
2144301,13
2144302,1703
2144303,456
2144304,436
2144305,399
2144306,261
2144307,301
2144308,245
2144309,654
2144310,485
2144311,323
2144312,474
2144313,356
2144314,567
2144315,313
2144316,364
2144317,291
2144318,526
2144319,384
2144320,363
2144321,310
2144322,502
2144323,0
2144324,337
2144325,498
2144326,552
2144327,252
2144328,618
2144329,543
2144330,769
2144331,318
2144332,349
2144333,579
2144334,456
2144335,994
2144336,289
2144401,987
2144402,394
2144403,472
2144404,356
2144405,829
2144406,392
2144407,454
2144408,428
2144409,552
2144410,540
2144411,665
2144412,635
2144413,423
2144414,796
2144415,357
2144416,635
2144417,592
2144418,824
2144419,804
2144420,1073
2144421,1237
2144422,0
2144423,481
2144424,239
2144501,104
2144502,1402
2144503,437
2144504,933
2144505,510
2125101,194
2125102,423
2125103,378
2125104,404
2125105,591
2125106,646
2125107,614
2125108,262
2125109,685
2125110,502
2125111,388
2125112,747
2125113,437
2125114,644
2125115,409
2125116,428
2125117,317
2125118,626
2125119,302
2125120,749
2125121,363
2125122,5
2125123,287
2125124,402
2125125,338
2125126,264
2125127,316
2125128,361
2125401,462
2125402,544
2125403,660
2125404,340
2125405,418
2125406,537
2125407,4
2125408,470
2125409,488
2125410,404
2125411,466
2125412,194
2125413,607
2125414,483
2125415,423
2125416,635
